track|artist|album|year
The One Before This|Gene Ammons / Sonny Stitt|Boss Tenors: Straight Ahead From Chicago August 1961|1962
Autumn Leaves|Gene Ammons / Sonny Stitt|Boss Tenors: Straight Ahead From Chicago August 1961|1962
Long Ago, And Far Away|Gene Ammons And Sonny Stitt|Boss Tenors In Orbit!|1962
Walkin'|Gene Ammons And Sonny Stitt|Boss Tenors In Orbit!|1962
Why Was I Born?|Gene Ammons And Sonny Stitt|Boss Tenors In Orbit!|1962
John Brown's Body|Gene Ammons And Sonny Stitt|Boss Tenors In Orbit!|1962
Bye, Bye Blackbird|Gene Ammons And Sonny Stitt|Boss Tenors In Orbit!|1962
Red Sails In The Sunset|Gene Ammons / Sonny Stitt|Dig Him!|1962
But Not For Me|Gene Ammons / Sonny Stitt|Dig Him!|1962
A Pair Of Red Boots|Gene Ammons / Sonny Stitt|Dig Him!|1962
We'll Be Together Again|Gene Ammons / Sonny Stitt|Dig Him!|1962
A Mess|Gene Ammons / Sonny Stitt|Dig Him!|1962
New Blues Up And Down|Gene Ammons / Sonny Stitt|Dig Him!|1962
My Foolish Heart|Gene Ammons / Sonny Stitt|Dig Him!|1962
Headin' West|Gene Ammons / Sonny Stitt|Dig Him!|1962
Autumn Leaves|Gene Ammons / Sonny Stitt|Dig Him!|1962
Time On My Hands|Gene Ammons / Sonny Stitt|Dig Him!|1962
Tubby|Gene Ammons & Sonny Stitt With Jack McDuff*|Soul Summit|1962
Dumplin'|Gene Ammons & Sonny Stitt With Jack McDuff*|Soul Summit|1962
When You Wish Upon A Star|Gene Ammons & Sonny Stitt With Jack McDuff*|Soul Summit|1962
Shuffle Twist|Gene Ammons & Sonny Stitt With Jack McDuff*|Soul Summit|1962
Sleeping Susan|Gene Ammons & Sonny Stitt With Jack McDuff*|Soul Summit|1962
Out In The Cold Again|Gene Ammons & Sonny Stitt With Jack McDuff*|Soul Summit|1962
Try A Litte Tenderness|Sonny Stitt|The Sensual Sound Of Sonny Stitt|1962
Back To My Home Town|Sonny Stitt|The Sensual Sound Of Sonny Stitt|1962
All Of You|Sonny Stitt|The Sensual Sound Of Sonny Stitt|1962
Never Felt That Way Before|Sonny Stitt|The Sensual Sound Of Sonny Stitt|1962
World Really Isn't|Sonny Stitt|The Sensual Sound Of Sonny Stitt|1962
They Say It's Wonderful|Sonny Stitt|The Sensual Sound Of Sonny Stitt|1962
Time After Time|Sonny Stitt|The Sensual Sound Of Sonny Stitt|1962
I Love You|Sonny Stitt|The Sensual Sound Of Sonny Stitt|1962
Once In A While|Sonny Stitt|The Sensual Sound Of Sonny Stitt|1962
Talk To Me|Sonny Stitt|The Sensual Sound Of Sonny Stitt|1962
Souls Valley|Sonny Stitt|Sonny Stitt & The Top Brass|1962
Coquette|Sonny Stitt|Sonny Stitt & The Top Brass|1962
On A Misty Night|Sonny Stitt|Sonny Stitt & The Top Brass|1962
Stittsie|Sonny Stitt|Sonny Stitt & The Top Brass|1962
Poinciana|Sonny Stitt|Sonny Stitt & The Top Brass|1962
Boom-Boom|Sonny Stitt|Sonny Stitt & The Top Brass|1962
Sea Sea Rider|Sonny Stitt|Sonny Stitt & The Top Brass|1962
The Four Ninety|Sonny Stitt|Sonny Stitt & The Top Brass|1962
Hey Pam|Sonny Stitt|Sonny Stitt & The Top Brass|1962
All Of Me|Sonny Stitt With Jack McDuff*|Stitt Meets Brother Jack|1962
Pam Ain't Blue|Sonny Stitt With Jack McDuff*|Stitt Meets Brother Jack|1962
Time After Time|Sonny Stitt With Jack McDuff*|Stitt Meets Brother Jack|1962
Ringin' In|Sonny Stitt With Jack McDuff*|Stitt Meets Brother Jack|1962
'Nother Fu'ther|Sonny Stitt With Jack McDuff*|Stitt Meets Brother Jack|1962
When Sonny Gets Blue|Sonny Stitt With Jack McDuff*|Stitt Meets Brother Jack|1962
Thirty-Three, Ninety-Six|Sonny Stitt With Jack McDuff*|Stitt Meets Brother Jack|1962
No Cal|Sonny Stitt|Stitt In Orbit|1963
Six-O-Seven Blues|Sonny Stitt|Stitt In Orbit|1963
Beware, Rocks Comin' Down|Sonny Stitt|Stitt In Orbit|1963
Cornflakes|Sonny Stitt|Stitt In Orbit|1963
Eye Ball|Sonny Stitt|Stitt In Orbit|1963
Saginaw|Sonny Stitt|Stitt In Orbit|1963
Are You Listening|Sonny Stitt Featuring Willie Bobo, Thad Jones, Patato*, Chick Corea, Chihuahua (5)|Stitt Goes Latin|1963
Amigos|Sonny Stitt Featuring Willie Bobo, Thad Jones, Patato*, Chick Corea, Chihuahua (5)|Stitt Goes Latin|1963
Little Red Suede Shoes|Sonny Stitt Featuring Willie Bobo, Thad Jones, Patato*, Chick Corea, Chihuahua (5)|Stitt Goes Latin|1963
Ritmo Bobo|Sonny Stitt Featuring Willie Bobo, Thad Jones, Patato*, Chick Corea, Chihuahua (5)|Stitt Goes Latin|1963
I Told You So|Sonny Stitt Featuring Willie Bobo, Thad Jones, Patato*, Chick Corea, Chihuahua (5)|Stitt Goes Latin|1963
Chic|Sonny Stitt Featuring Willie Bobo, Thad Jones, Patato*, Chick Corea, Chihuahua (5)|Stitt Goes Latin|1963
Senor Jones|Sonny Stitt Featuring Willie Bobo, Thad Jones, Patato*, Chick Corea, Chihuahua (5)|Stitt Goes Latin|1963
Autumn Leaves|Sonny Stitt Featuring Willie Bobo, Thad Jones, Patato*, Chick Corea, Chihuahua (5)|Stitt Goes Latin|1963
Surfin'|Sonny Stitt|Now!|1963
Lester Leaps In|Sonny Stitt|Now!|1963
Estralita|Sonny Stitt|Now!|1963
Please Don't Talk About Me When I'm Gone|Sonny Stitt|Now!|1963
Touchy|Sonny Stitt|Now!|1963
Never—Sh !|Sonny Stitt|Now!|1963
My Mother's Eyes|Sonny Stitt|Now!|1963
I'm Getting Sentimental Over You|Sonny Stitt|Now!|1963
Summer Special|Sonny Stitt With The Jazz Organ Of Charles Kynard|My Mother's Eyes|1963
My Mother's Eyes|Sonny Stitt With The Jazz Organ Of Charles Kynard|My Mother's Eyes|1963
Stitt In Time|Sonny Stitt With The Jazz Organ Of Charles Kynard|My Mother's Eyes|1963
Blue Skies|Sonny Stitt With The Jazz Organ Of Charles Kynard|My Mother's Eyes|1963
My Mother's Eyes|Sonny Stitt With The Jazz Organ Of Charles Kynard|My Mother's Eyes|1963
S.O.P. Blues|Sonny Stitt With The Jazz Organ Of Charles Kynard|My Mother's Eyes|1963
Don't Go To Strangers|Sonny Stitt With The Jazz Organ Of Charles Kynard|My Mother's Eyes|1963
Red Top|Sonny Stitt With The Jazz Organ Of Charles Kynard|My Mother's Eyes|1963
Sunday|Sonny Stitt With Jack McDuff*|Soul Shack|1963
Soul Shack|Sonny Stitt With Jack McDuff*|Soul Shack|1963
Love Nest|Sonny Stitt With Jack McDuff*|Soul Shack|1963
Hairy|Sonny Stitt With Jack McDuff*|Soul Shack|1963
For You|Sonny Stitt With Jack McDuff*|Soul Shack|1963
Shadows|Sonny Stitt With Jack McDuff*|Soul Shack|1963
My New Baby|Sonny Stitt With Don Patterson|Shangri-La|1964
Misty|Sonny Stitt With Don Patterson|Shangri-La|1964
Soul Food|Sonny Stitt With Don Patterson|Shangri-La|1964
Shangri-La|Sonny Stitt With Don Patterson|Shangri-La|1964
Mama Don't Allow|Sonny Stitt With Don Patterson|Shangri-La|1964
The Eternal One|Sonny Stitt With Don Patterson|Shangri-La|1964
Body And Soul|Milt Jackson & Sonny Stitt|In The Beginning|1964
3rd Song|Milt Jackson & Sonny Stitt|In The Beginning|1964
Red Shoes|Milt Jackson & Sonny Stitt|In The Beginning|1964
Be Bop Blues|Milt Jackson & Sonny Stitt|In The Beginning|1964
Royal Wedding|Milt Jackson & Sonny Stitt|In The Beginning|1964
Fine And Dandy|Milt Jackson & Sonny Stitt|In The Beginning|1964
Stardust|Milt Jackson & Sonny Stitt|In The Beginning|1964
Ratio And Proportion|Milt Jackson & Sonny Stitt|In The Beginning|1964
Slits|Milt Jackson & Sonny Stitt|In The Beginning|1964
Baggy Eyes|Milt Jackson & Sonny Stitt|In The Beginning|1964
In A Beautiful Mood|Milt Jackson & Sonny Stitt|In The Beginning|1964
Baggy`s Blues|Milt Jackson & Sonny Stitt|In The Beginning|1964
The Lady Is A Tramp|Sonny Stitt|Move On Over|1964
Stormy Weather|Sonny Stitt|Move On Over|1964
Dexter's Deck|Sonny Stitt|Move On Over|1964
My Mother's Eyes|Sonny Stitt|Move On Over|1964
Shut The Back Door|Sonny Stitt|Move On Over|1964
A Natural Fox|Sonny Stitt|Move On Over|1964
Love Letters|Sonny Stitt|Move On Over|1964
Move On Over|Sonny Stitt|Move On Over|1964
Salt And Pepper|Sonny Stitt And Paul Gonsalves|Salt And Pepper|1964
S'Posin'|Sonny Stitt And Paul Gonsalves|Salt And Pepper|1964
Theme From Lord Of The Flies|Sonny Stitt And Paul Gonsalves|Salt And Pepper|1964
Perdido|Sonny Stitt And Paul Gonsalves|Salt And Pepper|1964
Stardust|Sonny Stitt And Paul Gonsalves|Salt And Pepper|1964
Ornithology|Sonny Stitt|Stitt Plays Bird|1964
Scrapple From The Apple|Sonny Stitt|Stitt Plays Bird|1964
My Little Suede Shoes|Sonny Stitt|Stitt Plays Bird|1964
Parker's Mood|Sonny Stitt|Stitt Plays Bird|1964
Au Privave|Sonny Stitt|Stitt Plays Bird|1964
Ko-Ko|Sonny Stitt|Stitt Plays Bird|1964
Confirmation|Sonny Stitt|Stitt Plays Bird|1964
Hootie Blues|Sonny Stitt|Stitt Plays Bird|1964
Constellation|Sonny Stitt|Stitt Plays Bird|1964
Flame And Frost|Sonny Stitt and Bennie Green|My Main Man|1964
Let's Play Chess|Sonny Stitt and Bennie Green|My Main Man|1964
Double Dip|Sonny Stitt and Bennie Green|My Main Man|1964
Our Day Will Come|Sonny Stitt and Bennie Green|My Main Man|1964
My Main Man|Sonny Stitt and Bennie Green|My Main Man|1964
The Night Has A Thousand Eyes|Sonny Stitt and Bennie Green|My Main Man|1964
Broilin'|Sonny Stitt and Bennie Green|My Main Man|1964
Slave Maidens|Sonny Stitt|Primitivo Soul|1964
Baion Baby|Sonny Stitt|Primitivo Soul|1964
Estrellita|Sonny Stitt|Primitivo Soul|1964
Blue Blood Ritual|Sonny Stitt|Primitivo Soul|1964
Island Shout|Sonny Stitt|Primitivo Soul|1964
Barefoot Ball|Sonny Stitt|Primitivo Soul|1964
Round Robin|Sonny Stitt|Sax Expressions|1965
How Do You Do|Sonny Stitt|Sax Expressions|1965
Mother Tucker|Sonny Stitt|Sax Expressions|1965
For All We Know|Sonny Stitt|Sax Expressions|1965
Don't Worry|Sonny Stitt|Sax Expressions|1965
Cut It Off|Sonny Stitt|Sax Expressions|1965
I Know That You Know|Sonny Stitt|Sax Expressions|1965
Love Me With All Your Heart|Don Patterson With Sonny Stitt And Booker Ervin|Patterson's People|1965
42639|Don Patterson With Sonny Stitt And Booker Ervin|Patterson's People|1965
Please Don't Talk About Me When I'm Gone|Don Patterson With Sonny Stitt And Booker Ervin|Patterson's People|1965
Sentimental Journey|Don Patterson With Sonny Stitt And Booker Ervin|Patterson's People|1965
Them For Dee|Don Patterson With Sonny Stitt And Booker Ervin|Patterson's People|1965
Soul People|Sonny Stitt With Booker Ervin & Don Patterson|Soul People|1965
Sonny's Book|Sonny Stitt With Booker Ervin & Don Patterson|Soul People|1965
"""C"" Jam Blues"|Sonny Stitt With Booker Ervin & Don Patterson|Soul People|1965
Duketation|Stitt*|The Matadores Meet The Bull|1965
T'wana|Stitt*|The Matadores Meet The Bull|1965
Icey Stone|Stitt*|The Matadores Meet The Bull|1965
Pink Gloves|Stitt*|The Matadores Meet The Bull|1965
Let My People Split|Stitt*|The Matadores Meet The Bull|1965
Samba De Orfeo|Stitt*|The Matadores Meet The Bull|1965
Liberian Love Song|Stitt*|The Matadores Meet The Bull|1965
Handkerchief Head|Stitt*|The Matadores Meet The Bull|1965
Stitt's Song|Stitt*|The Matadores Meet The Bull|1965
I Keep Coming Back For More|Sonny Stitt|I Keep Comin' Back!|1966
Manhattan Fever|Sonny Stitt|I Keep Comin' Back!|1966
I Will Wait For You|Sonny Stitt|I Keep Comin' Back!|1966
Lullabye Of Birdland|Sonny Stitt|I Keep Comin' Back!|1966
Swinger Shepherd Blues|Sonny Stitt|I Keep Comin' Back!|1966
Quintessence|Sonny Stitt|I Keep Comin' Back!|1966
Sunrise, Sunset|Sonny Stitt|I Keep Comin' Back!|1966
Maybe|Sonny Stitt|I Keep Comin' Back!|1966
Yellow Rose Of Texas|Sonny Stitt|I Keep Comin' Back!|1966
I Want To Be Happy|Sonny Stitt|Pow!|1966
Love On The Rocks|Sonny Stitt|Pow!|1966
Blue Lights|Sonny Stitt|Pow!|1966
Scramble|Sonny Stitt|Pow!|1966
Up And Over|Sonny Stitt|Pow!|1966
Pride And Passion|Sonny Stitt|Pow!|1966
'Nuff Guff|Sonny Stitt|Pow!|1966
All God's Chillun Got Rhythm|Sonny Stitt With Don Patterson|Night Crawler|1966
Answering Service|Sonny Stitt With Don Patterson|Night Crawler|1966
Tangerine|Sonny Stitt With Don Patterson|Night Crawler|1966
Night Crawler|Sonny Stitt With Don Patterson|Night Crawler|1966
Who Can I Turn To?|Sonny Stitt With Don Patterson|Night Crawler|1966
Star Eyes|Sonny Stitt With Don Patterson|Night Crawler|1966
Diane|Don Patterson With Sonny Stitt And Billy James|The Boss Men|1966
Someday My Prince Will Come|Don Patterson With Sonny Stitt And Billy James|The Boss Men|1966
Easy To Love|Don Patterson With Sonny Stitt And Billy James|The Boss Men|1966
What's New?|Don Patterson With Sonny Stitt And Billy James|The Boss Men|1966
Big C's Rock|Don Patterson With Sonny Stitt And Billy James|The Boss Men|1966
They Say That Falling In Love Is Wonderful|Don Patterson With Sonny Stitt And Billy James|The Boss Men|1966
What's New|Sonny Stitt|What's New!!! Sonny Stitt Plays The Varitone|1966
Jumpin' With Symphony Sid|Sonny Stitt|What's New!!! Sonny Stitt Plays The Varitone|1966
Stardust|Sonny Stitt|What's New!!! Sonny Stitt Plays The Varitone|1966
Cocktails For Two|Sonny Stitt|What's New!!! Sonny Stitt Plays The Varitone|1966
Georgia|Sonny Stitt|What's New!!! Sonny Stitt Plays The Varitone|1966
Mame|Sonny Stitt|What's New!!! Sonny Stitt Plays The Varitone|1966
Morgan's Song|Sonny Stitt|What's New!!! Sonny Stitt Plays The Varitone|1966
Fever|Sonny Stitt|What's New!!! Sonny Stitt Plays The Varitone|1966
Round About Midnight|Sonny Stitt|What's New!!! Sonny Stitt Plays The Varitone|1966
I've Got The World On A String|Sonny Stitt|What's New!!! Sonny Stitt Plays The Varitone|1966
If I Didn't Care|Sonny Stitt|What's New!!! Sonny Stitt Plays The Varitone|1966
The Beastly Blues|Sonny Stitt|What's New!!! Sonny Stitt Plays The Varitone|1966
My Blue Heaven|Sonny Stitt & Zoot Sims|Inter-Action|1966
The Saber|Sonny Stitt & Zoot Sims|Inter-Action|1966
Katea|Sonny Stitt & Zoot Sims|Inter-Action|1966
Fools Rush In|Sonny Stitt & Zoot Sims|Inter-Action|1966
Look Down That Lonesome Road|Sonny Stitt & Zoot Sims|Inter-Action|1966
I Want To Go Home|Sonny Stitt & Zoot Sims|Inter-Action|1966
Hello Dolly|Sonny Stitt|Broadway Soul|1966
Better All The Time|Sonny Stitt|Broadway Soul|1966
You'd Better Love Me|Sonny Stitt|Broadway Soul|1966
Night Song|Sonny Stitt|Broadway Soul|1966
A Room Without Windows|Sonny Stitt|Broadway Soul|1966
Gimme Some|Sonny Stitt|Broadway Soul|1966
Loads Of Love|Sonny Stitt|Broadway Soul|1966
If I Gave You|Sonny Stitt|Broadway Soul|1966
Soul In The Night|Sonny Stitt & Bunky Green|Soul In The Night|1966
It's Awfully Nice To Be With You|Sonny Stitt & Bunky Green|Soul In The Night|1966
Hot Line|Sonny Stitt & Bunky Green|Soul In The Night|1966
Home Stretch|Sonny Stitt & Bunky Green|Soul In The Night|1966
The Spies|Sonny Stitt & Bunky Green|Soul In The Night|1966
One Alone|Sonny Stitt & Bunky Green|Soul In The Night|1966
Sneakin' Up To You|Sonny Stitt & Bunky Green|Soul In The Night|1966
Deuces Wild|Sonny Stitt Introducing Robin Kenyatta Featuring Rufus Harley|Deuces Wild|1967
My Foolish Heart|Sonny Stitt Introducing Robin Kenyatta Featuring Rufus Harley|Deuces Wild|1967
Blues Ahead|Sonny Stitt Introducing Robin Kenyatta Featuring Rufus Harley|Deuces Wild|1967
Sittin' In With Stitt|Sonny Stitt Introducing Robin Kenyatta Featuring Rufus Harley|Deuces Wild|1967
In The Bag|Sonny Stitt Introducing Robin Kenyatta Featuring Rufus Harley|Deuces Wild|1967
Me 'N' You|Sonny Stitt Introducing Robin Kenyatta Featuring Rufus Harley|Deuces Wild|1967
Pipin' The Blues|Sonny Stitt Introducing Robin Kenyatta Featuring Rufus Harley|Deuces Wild|1967
Hello George|Sonny Stitt|Parallel-A-Stitt |1968
Don't Get Around Much Anymore|Sonny Stitt|Parallel-A-Stitt |1968
Bye Bye Blackbird|Sonny Stitt|Parallel-A-Stitt |1968
Because It's Love|Sonny Stitt|Parallel-A-Stitt |1968
Satin Doll|Sonny Stitt|Parallel-A-Stitt |1968
The Shadow of Your Smile|Sonny Stitt|Parallel-A-Stitt |1968
Chinatown My Chinatown|Sonny Stitt|Parallel-A-Stitt |1968
Jeep's Blues|Sonny Stitt|Parallel-A-Stitt |1968
Laura|Sonny Stitt|Parallel-A-Stitt |1968
Brothers-4|Don Patterson With Sonny Stitt|Brothers-4|1969
Creepin' Home|Don Patterson With Sonny Stitt|Brothers-4|1969
Alexander's Ragtime Band|Don Patterson With Sonny Stitt|Brothers-4|1969
Walk On By|Don Patterson With Sonny Stitt|Brothers-4|1969
Little Green Apples|Sonny Stitt|Little Green Apples|1969
Beale Street Blues|Sonny Stitt|Little Green Apples|1969
I Say A Little Prayer|Sonny Stitt|Little Green Apples|1969
Oh Me, Oh My|Sonny Stitt|Little Green Apples|1969
I Go Congo|Sonny Stitt|Little Green Apples|1969
Girl Watcher|Sonny Stitt|Little Green Apples|1969
I've Never Ever Loved Before|Sonny Stitt|Little Green Apples|1969
Extra Special Delight|Sonny Stitt|Little Green Apples|1969
Friendless Blues|Sonny Stitt|Little Green Apples|1969
Aintcha Got Music|Sonny Stitt|Little Green Apples|1969
All the Things You Are|Sonny Stitt|Soul Electricity!|1969
Lover Man|Sonny Stitt|Soul Electricity!|1969
P.S. I Love You|Sonny Stitt|Soul Electricity!|1969
Stella By Starlight|Sonny Stitt|Soul Electricity!|1969
Bye Bye Blackbird|Sonny Stitt|Soul Electricity!|1969
Over The Rainbow|Sonny Stitt|Soul Electricity!|1969
Candy|Sonny Stitt|Soul Electricity!|1969
Strike Up The Band|Sonny Stitt|Soul Electricity!|1969
Night Letter|Sonny Stitt|Night Letter|1969
When It's Sleepy Time Down South|Sonny Stitt|Night Letter|1969
Stringin' The Jug|Sonny Stitt|Night Letter|1969
Pretend|Sonny Stitt|Night Letter|1969
Blue String|Sonny Stitt|Night Letter|1969
You'll Never Know|Sonny Stitt|Night Letter|1969
Blues Walk|Sonny Stitt|Night Letter|1969
Mendocino|Sonny Stitt|Come Hither|1969
Gentle On My Mind|Sonny Stitt|Come Hither|1969
I'm Gonna Make You Love Me|Sonny Stitt|Come Hither|1969
Wichita Lineman|Sonny Stitt|Come Hither|1969
Tasty Cakes|Sonny Stitt|Come Hither|1969
Private Number|Sonny Stitt|Come Hither|1969
Gimme Gimme Good Lovin'|Sonny Stitt|Come Hither|1969
For Once In My Life|Sonny Stitt|Come Hither|1969
California Soul|Sonny Stitt|Come Hither|1969
Jo-Ann|Sonny Stitt|Come Hither|1969
Soiree (Night Party)|Sonny Stitt|Come Hither|1969
Make Someone Happy|Sonny Stitt|Make Someone Happy|1970
My Old Flame|Sonny Stitt|Make Someone Happy|1970
Alfie|Sonny Stitt|Make Someone Happy|1970
Gotta See My Baby|Sonny Stitt|Make Someone Happy|1970
Tell Me Baby|Sonny Stitt|Make Someone Happy|1970
Afro Serenade|Sonny Stitt|Make Someone Happy|1970
Lovin' Mood|Sonny Stitt|Make Someone Happy|1970
Serenade|Sonny Stitt|Make Someone Happy|1970
I Don't Care If You Go|Sonny Stitt|Make Someone Happy|1970
Sonny|Sonny Stitt|Make Someone Happy|1970
Dreamer|Sonny Stitt|Make Someone Happy|1970
Night Of Surrender|Sonny Stitt|Make Someone Happy|1970
Out Of This World|Sonny Stitt|When Sonny Blows Blue|1970
Jason's Blues|Sonny Stitt|When Sonny Blows Blue|1970
MacArthur Park|Sonny Stitt|When Sonny Blows Blue|1970
My Idea|Sonny Stitt|When Sonny Blows Blue|1970
Summertime|Sonny Stitt|When Sonny Blows Blue|1970
Sonny|Sonny Stitt|When Sonny Blows Blue|1970
When Sonny Blows Blue|Sonny Stitt|When Sonny Blows Blue|1970
Opus I|Sonny Stitt|When Sonny Blows Blue|1970
Donny BrookWritten-By – Green*|Don Patterson With Sonny Stitt|Donny Brook|1970
Mud TurtleWritten-By – Patterson*|Don Patterson With Sonny Stitt|Donny Brook|1970
St. ThomasWritten-By – Rollins*|Don Patterson With Sonny Stitt|Donny Brook|1970
Good BaitWritten-By – Basie*, Dameron*|Don Patterson With Sonny Stitt|Donny Brook|1970
Starry NightWritten-By – Densmore*|Don Patterson With Sonny Stitt|Donny Brook|1970
Turn It On|Sonny Stitt|Turn It On!|1971
The Bar-B-Que Man|Sonny Stitt|Turn It On!|1971
Miss Riverside|Sonny Stitt|Turn It On!|1971
Cry Me A River|Sonny Stitt|Turn It On!|1971
There Are Such Things|Sonny Stitt|Turn It On!|1971
You Talk That Talk!|Ammons* & Stitt*|You Talk That Talk!|1971
Body And Soul|Ammons* & Stitt*|You Talk That Talk!|1971
The People's Choice|Ammons* & Stitt*|You Talk That Talk!|1971
Katea's Dance|Ammons* & Stitt*|You Talk That Talk!|1971
The Sun Died|Ammons* & Stitt*|You Talk That Talk!|1971
Out Of It|Ammons* & Stitt*|You Talk That Talk!|1971
Miss Anne, Lisa, Sue And Sadie|Sonny Stitt|Goin' Down Slow|1972
Where Is Love?|Sonny Stitt|Goin' Down Slow|1972
Living Without You|Sonny Stitt|Goin' Down Slow|1972
Goin' Down Slow|Sonny Stitt|Goin' Down Slow|1972
Moving Beauty|Sonny Stitt|Goin' Down Slow|1972
Tin Tin Deo|Art Blakey, Dizzy Gillespie, Al McKibbon, Thelonious Monk, Sonny Stitt, Kai Winding|The Giants Of Jazz|1972
Night In Tunisia|Art Blakey, Dizzy Gillespie, Al McKibbon, Thelonious Monk, Sonny Stitt, Kai Winding|The Giants Of Jazz|1972
Woody 'N' You|Art Blakey, Dizzy Gillespie, Al McKibbon, Thelonious Monk, Sonny Stitt, Kai Winding|The Giants Of Jazz|1972
Tour De Force|Art Blakey, Dizzy Gillespie, Al McKibbon, Thelonious Monk, Sonny Stitt, Kai Winding|The Giants Of Jazz|1972
Allen's Alley (Be Bop Tune)|Art Blakey, Dizzy Gillespie, Al McKibbon, Thelonious Monk, Sonny Stitt, Kai Winding|The Giants Of Jazz|1972
Blue 'N' Boogie|Art Blakey, Dizzy Gillespie, Al McKibbon, Thelonious Monk, Sonny Stitt, Kai Winding|The Giants Of Jazz|1972
Everything Happens To Me|Art Blakey, Dizzy Gillespie, Al McKibbon, Thelonious Monk, Sonny Stitt, Kai Winding|The Giants Of Jazz|1972
Dizzy's Rap|Art Blakey, Dizzy Gillespie, Al McKibbon, Thelonious Monk, Sonny Stitt, Kai Winding|The Giants Of Jazz|1972
Blue Monk|Art Blakey, Dizzy Gillespie, Al McKibbon, Thelonious Monk, Sonny Stitt, Kai Winding|The Giants Of Jazz|1972
'Round Midnight|Art Blakey, Dizzy Gillespie, Al McKibbon, Thelonious Monk, Sonny Stitt, Kai Winding|The Giants Of Jazz|1972
